0.07630	-0.00654	0.99881
-0.05425	0.06435	0.99856
-0.86949	0.10078	0.56734
0.53665	0.03060	0.90076
-0.03809	0.03368	0.99948
1.75027	-1.52745	-0.44729
-0.07364	-0.15941	0.99336
-0.04970	-0.01259	0.99947
1.51378	-2.14823	-0.56929
0.00783	0.06299	0.99919
